,Name,Year,Selling_price,Present_price,Km_driven,Fuel_type,Seller_type,Transmission,Owner_type
339,Toyota Etios,2012,-102000,2011107.0,50000,Diesel,Individual,Manual,2
340,Tata Nano,2013,347000,1643607.0,25000,Petrol,Individual,Manual,3
341,Hyundai Grand,2016,-52000,2086107.0,25000,Petrol,Individual,Manual,1
342,Hyundai Grand,2019,353000,2693607.0,8000,Diesel,Individual,Manual,1
343,Maruti Ertiga,2017,318000,2641107.0,60000,Diesel,Individual,Manual,1
344,Mahindra Bolero,2006,172001,1906105.5,200000,Diesel,Individual,Manual,3
345,Mahindra Scorpio,2018,698000,3211107.0,20000,Diesel,Individual,Manual,1
346,Volkswagen Polo,2013,-2000,2161107.0,100000,Petrol,Individual,Manual,1
347,Hyundai Xcent,2015,-52000,2086107.0,70000,Diesel,Individual,Manual,2
348,Chevrolet Beat,2012,-243000,1799607.0,68000,Diesel,Dealer,Manual,1
349,Maruti Swift,2017,148000,2386107.0,38000,Petrol,Dealer,Manual,1
350,Maruti Ritz,2013,-67000,2063607.0,80000,Diesel,Dealer,Manual,1
351,Tata Indigo,2014,17000,1838607.0,72000,CNG,Dealer,Manual,1
352,Maruti Eeco,2012,72001,1906105.5,75000,CNG,Dealer,Manual,1
353,Maruti Estilo,2014,-177000,1898607.0,43000,Petrol,Dealer,Manual,1
354,Maruti Swift,2007,-152000,1936107.0,120000,Petrol,Individual,Manual,2
355,Tata Zest,2015,-2000,2161107.0,100000,Diesel,Individual,Manual,1
356,Maruti Swift,2014,68000,2266107.0,163000,Diesel,Individual,Manual,1
357,Maruti Alto,2018,-102000,2011107.0,25000,Petrol,Individual,Automatic,1
358,Maruti Alto,2011,-257000,1778607.0,25000,Petrol,Individual,Manual,1
359,Maruti SX4,2007,-302000,1711107.0,90000,Petrol,Individual,Manual,2
360,Mahindra Scorpio,2014,98000,2311107.0,70000,Diesel,Individual,Manual,2
361,Hyundai Santro,2010,96000,1756107.0,98000,CNG,Individual,Manual,2
362,Chevrolet Cruze,2010,-162000,1921107.0,81925,Diesel,Individual,Manual,1
363,Ford Figo,2013,-252000,1786107.0,80000,Diesel,Individual,Manual,2
364,Renault KWID,2017,-132000,1966107.0,40000,Petrol,Individual,Manual,1
365,Maruti Swift,2014,-2000,2161107.0,90000,Diesel,Individual,Manual,1
366,Hyundai EON,2012,-196000,1861107.0,46000,Petrol,Individual,Manual,1
367,Mahindra XUV500,2012,148000,2386107.0,80000,Diesel,Individual,Manual,1
368,Renault KWID,2018,-77000,2048607.0,35000,Petrol,Individual,Manual,1
369,Skoda Rapid,2017,458000,2851107.0,82080,Diesel,Individual,Automatic,1
370,Mahindra XUV500,2012,198000,2461107.0,200000,Diesel,Individual,Manual,1
371,Chevrolet Spark,2009,-277000,1748607.0,70000,Petrol,Individual,Manual,1
372,Maruti 800,2000,56000,651107.0,40000,Petrol,Individual,Manual,3
373,Chevrolet Tavera,2010,102000,2011107.0,120000,Diesel,Individual,Manual,3
374,Ford Fiesta,2007,212000,1846107.0,60000,Petrol,Individual,Manual,3
375,Maruti Ertiga,2013,-2000,2161107.0,110000,Diesel,Individual,Manual,1
376,Tata Manza,2011,-142000,1951107.0,97000,Diesel,Individual,Manual,2
377,Maruti Swift,2017,-2000,2161107.0,30000,Petrol,Individual,Manual,1
378,Hyundai i20,2010,-152000,1936107.0,40000,Petrol,Individual,Manual,1
379,Hyundai Grand,2019,198000,2461107.0,10000,Petrol,Individual,Manual,1
380,Maruti Zen,2010,-227000,1823607.0,52047,Petrol,Individual,Manual,1
381,Toyota Innova,2011,48000,2236107.0,200000,Diesel,Individual,Manual,3
382,Tata Tiago,2019,-52000,2086107.0,15000,Petrol,Individual,Automatic,2
383,Maruti Vitara,2018,398000,2761107.0,50000,Diesel,Individual,Manual,1
384,Maruti Swift,2011,-152000,1936107.0,70000,Petrol,Individual,Manual,2
385,Maruti Swift,2019,198000,2461107.0,10000,Petrol,Individual,Manual,1
386,Maruti Swift,2017,198000,2461107.0,90000,Diesel,Individual,Manual,1
387,Maruti Alto,2016,-272000,1756107.0,40000,Petrol,Individual,Manual,1
388,Maruti Wagon,2006,-312000,1696107.0,62009,Petrol,Individual,Manual,2
389,Hyundai i20,2017,193000,2453607.0,33100,Petrol,Individual,Manual,2
390,Hyundai EON,2014,-212000,1846107.0,40000,Petrol,Individual,Manual,2
391,Hyundai Santro,1999,-352000,1636107.0,120000,Petrol,Individual,Manual,2
392,Maruti Wagon,2007,-307000,1703607.0,80000,Petrol,Individual,Manual,1
393,Tata Safari,2016,598000,3061107.0,70000,Diesel,Individual,Manual,1
394,Mahindra Scorpio,2006,-182000,1891107.0,220000,Petrol,Individual,Manual,2
395,Mahindra Bolero,2010,-2000,2161107.0,50000,Diesel,Individual,Manual,1
396,Datsun GO,2015,-87000,2033607.0,45000,Petrol,Individual,Manual,2
397,Toyota Fortuner,2014,598000,3061107.0,110000,Diesel,Individual,Manual,1
398,Ford Ecosport,2014,98000,2311107.0,49000,Diesel,Individual,Manual,1
399,Mahindra XUV500,2018,1198000,3961107.0,35000,Diesel,Individual,Automatic,1
400,Mahindra Supro,2017,98000,2311107.0,160000,Diesel,Individual,Manual,1
401,Maruti Alto,2007,332000,1066107.0,180000,Petrol,Individual,Manual,3
402,Maruti 800,2007,-101000,1718607.0,60000,Petrol,Individual,Manual,2
403,Ford Endeavour,2008,2000,2161107.0,110000,Diesel,Individual,Manual,3
404,Maruti Wagon,2004,322000,1681107.0,60000,Petrol,Individual,Manual,3
405,Maruti Alto,2016,-102000,2011107.0,30000,Petrol,Individual,Manual,1
406,Mahindra KUV,2017,7999,2176105.5,40000,Diesel,Individual,Manual,1
407,Maruti Swift,2009,-152000,1936107.0,70000,Petrol,Individual,Manual,1
408,Tata New,2010,-152000,1936107.0,120000,Diesel,Individual,Manual,2
409,Maruti Swift,2012,187000,1883607.0,80000,Diesel,Individual,Manual,3
410,Toyota Fortuner,2015,998000,3661107.0,120000,Diesel,Individual,Manual,1
411,Honda Brio,2018,73000,2273607.0,20000,Petrol,Individual,Manual,1
412,Honda Brio,2018,73000,2273607.0,22000,Petrol,Individual,Manual,1
413,Chevrolet Spark,2008,-327000,1673607.0,35000,Petrol,Individual,Manual,2
414,Chevrolet Sail,2013,-202000,1861107.0,120000,Diesel,Individual,Manual,2
415,Tata Tiago,2019,173000,2423607.0,8000,Petrol,Individual,Manual,1
416,Maruti Ritz,2011,-252000,1786107.0,40000,Diesel,Individual,Manual,2
417,Maruti Vitara,2018,448000,2836107.0,10000,Diesel,Individual,Manual,1
418,Hyundai Santro,2019,-52000,2086107.0,30000,Petrol,Individual,Manual,1
419,Ford Endeavour,2011,148000,2386107.0,54000,Diesel,Individual,Manual,2
420,Hyundai Verna,2017,-72000,2056107.0,80577,Petrol,Individual,Manual,1
421,Honda City,2017,642999,3128605.5,25000,Diesel,Individual,Manual,1
422,Hyundai Verna,2011,-102000,2011107.0,127500,Diesel,Individual,Manual,2
423,Hyundai EON,2015,-167000,1913607.0,40903,Petrol,Dealer,Manual,1
424,Ford Figo,2011,282000,1741107.0,60000,Petrol,Individual,Manual,3
425,Maruti Wagon,2004,-272000,1756107.0,46000,Petrol,Individual,Manual,1
426,Ford Endeavour,2004,-127000,1973607.0,22288,Diesel,Dealer,Manual,2
427,Volkswagen Jetta,2011,-132000,1966107.0,180000,Diesel,Individual,Manual,2
428,Volkswagen Polo,2015,98000,2311107.0,30000,Diesel,Individual,Manual,2
429,Hyundai Grand,2015,-2000,2161107.0,61690,Petrol,Dealer,Manual,1
430,Hyundai i20,2015,198000,2461107.0,64484,Petrol,Dealer,Manual,1
431,Audi Q5,2012,948000,3586107.0,90000,Diesel,Individual,Automatic,2
432,Renault Duster,2013,-2000,2161107.0,75976,Diesel,Dealer,Manual,2
433,Ford Figo,2011,-182000,1891107.0,70000,Diesel,Individual,Manual,2
434,Honda Brio,2012,-102000,2011107.0,85962,Petrol,Dealer,Manual,2
435,Maruti Omni,2018,-152000,1936107.0,120000,Petrol,Individual,Manual,1
436,Honda Mobilio,2015,198000,2461107.0,120000,Diesel,Individual,Manual,1
437,Honda Brio,2012,-117000,1988607.0,75000,Petrol,Individual,Automatic,2
438,Honda Accord,2009,-52000,2086107.0,57035,Petrol,Dealer,Manual,1
439,Mahindra Bolero,2011,232000,1816107.0,70000,Diesel,Individual,Manual,3
440,Ford Figo,2015,-172001,1906105.5,45000,Petrol,Individual,Manual,1
441,Mahindra XUV500,2013,98000,2311107.0,72104,Diesel,Dealer,Manual,2
442,Tata Nano,2011,-327000,1673607.0,15000,Petrol,Individual,Manual,1
443,Hyundai i20,2016,198000,2461107.0,30000,Petrol,Individual,Manual,1
444,Tata Indigo,2011,-182000,1891107.0,80000,Diesel,Individual,Manual,1
445,Tata Indica,2009,-252000,1786107.0,164000,Diesel,Individual,Manual,2
446,Maruti Alto,2006,-337000,1658607.0,124439,Petrol,Individual,Manual,2
447,Maruti Zen,2006,-282000,1741107.0,77000,Petrol,Individual,Manual,2
448,Maruti Swift,2014,-162000,1921107.0,90000,Diesel,Individual,Manual,1
449,Renault KWID,2017,-12000,2146107.0,30000,Petrol,Individual,Manual,1
450,Chevrolet Beat,2012,-222000,1831107.0,50000,Petrol,Individual,Manual,1
451,Maruti Swift,2012,-82000,2041107.0,80000,Diesel,Individual,Manual,2
452,Maruti Alto,2018,-92000,2026107.0,5000,Petrol,Individual,Manual,1
453,Maruti Wagon,2018,18000,2191107.0,24000,Petrol,Individual,Automatic,1
454,Tata Tiago,2019,148000,2386107.0,10000,Petrol,Individual,Manual,1
455,Maruti Ertiga,2016,148000,2386107.0,78000,Diesel,Individual,Manual,3
456,Mahindra TUV,2018,358000,2701107.0,50000,Diesel,Individual,Manual,1
457,Maruti 800,2001,-139000,1575607.0,100000,Petrol,Individual,Manual,2
458,Maruti Omni,2018,-152000,1886107.0,20000,Petrol,Individual,Manual,1
459,Hyundai Santro,2019,98000,2261107.0,1250,Petrol,Individual,Manual,1
460,Tata Zest,2015,-22000,2081107.0,17152,Petrol,Individual,Manual,1
461,Mahindra XUV500,2019,1448000,4286107.0,5000,Diesel,Individual,Automatic,1
462,Volkswagen Polo,2012,-52000,2036107.0,77000,Diesel,Individual,Manual,1
463,Hyundai Verna,2008,-207000,1803607.0,90000,Diesel,Individual,Manual,2
464,Chevrolet Beat,2011,-177000,1848607.0,80000,Petrol,Individual,Manual,2
465,Toyota Innova,2015,723000,3198607.0,65000,Diesel,Individual,Manual,1
466,Tata Indica,2011,-269000,1710607.0,80000,Diesel,Individual,Manual,1
467,Hyundai EON,2013,-202000,1811107.0,24005,Petrol,Individual,Manual,1
468,Maruti Vitara,2018,538000,2921107.0,20000,Diesel,Individual,Manual,1
469,Renault Duster,2014,-2000,2111107.0,120000,Diesel,Individual,Manual,1
470,Hyundai i10,2009,-282000,1691107.0,120000,Petrol,Individual,Manual,2
471,Maruti Swift,2015,223000,2448607.0,80000,Diesel,Individual,Manual,1
472,Maruti Swift,2005,-292000,1676107.0,80000,Petrol,Individual,Manual,1
473,Renault Duster,2012,88000,2246107.0,100000,Diesel,Individual,Manual,1
474,Maruti Alto,2009,-262000,1721107.0,120000,Petrol,Individual,Manual,2
475,Ford Figo,2011,-227000,1773607.0,149000,Diesel,Individual,Manual,2
476,Maruti Wagon,2005,-312000,1646107.0,65000,Petrol,Individual,Manual,2
477,Maruti Swift,2009,-127000,1923607.0,100000,Diesel,Individual,Manual,2
478,Volkswagen Vento,2011,-102000,1961107.0,65000,Diesel,Individual,Manual,2
479,Datsun GO,2018,-132000,1916107.0,19000,Petrol,Individual,Manual,2
480,Chevrolet Beat,2010,-272000,1706107.0,80000,Petrol,Individual,Manual,2
481,Maruti Alto,2015,-127000,1923607.0,30000,Petrol,Individual,Manual,1
482,Maruti Swift,2012,-50000,2039107.0,109000,Diesel,Individual,Manual,1
483,Hyundai EON,2012,222000,1781107.0,90000,CNG,Individual,Manual,1
484,Maruti Alto,2012,-252000,1736107.0,90000,Petrol,Individual,Manual,1
485,Volkswagen Vento,2011,-102000,1961107.0,65000,Diesel,Individual,Manual,2
486,Maruti Swift,2010,-102000,1961107.0,110000,Diesel,Individual,Manual,2
487,Mahindra Bolero,2007,-177000,1848607.0,120000,Diesel,Individual,Manual,1
488,Honda Mobilio,2014,198000,2411107.0,44000,Diesel,Individual,Manual,1
489,Maruti Ertiga,2015,98000,2261107.0,80000,Petrol,Individual,Manual,1
490,Honda BR-V,2018,498000,2861107.0,5000,Petrol,Individual,Manual,1
491,Hyundai i20,2016,198000,2411107.0,61000,Petrol,Individual,Manual,1
492,Toyota Etios,2011,48000,2186107.0,100000,Diesel,Individual,Manual,2
493,Hyundai i10,2009,-132000,1916107.0,27633,Petrol,Individual,Manual,1
494,Maruti Swift,2010,92000,1976107.0,100000,Diesel,Individual,Manual,3
495,Hyundai Santro,2012,152000,1886107.0,100000,CNG,Individual,Manual,1
496,Ford Figo,2019,298000,2561107.0,12586,Petrol,Dealer,Manual,1
497,Fiat Avventura,2018,248000,2486107.0,38083,Diesel,Dealer,Manual,1
498,Ford Figo,2012,-2000,2111107.0,55328,Diesel,Dealer,Manual,1
499,Ford Figo,2012,23000,2148607.0,81632,Diesel,Dealer,Manual,1
500,Ford Aspire,2016,198000,2411107.0,155201,Diesel,Dealer,Manual,1
501,Ford EcoSport,2013,198000,2411107.0,93283,Diesel,Dealer,Manual,1
502,Maruti Swift,2009,-102000,1961107.0,217871,Diesel,Dealer,Manual,1
503,Ford Fiesta,2012,48000,2186107.0,90165,Diesel,Dealer,Manual,1
504,Ford Ecosport,2014,348000,2636107.0,101504,Diesel,Dealer,Manual,1
505,Ford Figo,2010,-77000,1998607.0,86017,Diesel,Dealer,Manual,2
506,Mahindra XUV500,2013,498000,2861107.0,85036,Diesel,Dealer,Manual,2
507,Ford Ikon,2006,-222000,1781107.0,91086,Petrol,Dealer,Manual,2
508,Fiat Punto,2013,-52000,2036107.0,160254,Diesel,Dealer,Manual,2
509,Ford EcoSport,2013,198000,2411107.0,125531,Diesel,Dealer,Manual,2
510,Honda WR-V,2019,498000,2861107.0,60000,Diesel,Individual,Manual,1
511,Skoda Laura,2006,-52000,2036107.0,100000,Diesel,Individual,Manual,1
512,Maruti Ritz,2013,122000,1931107.0,90000,Diesel,Individual,Manual,3
513,Mahindra Xylo,2009,-177000,1848607.0,120000,Diesel,Individual,Manual,2
514,Honda City,2014,118000,2291107.0,82000,Diesel,Individual,Manual,1
515,Mahindra Scorpio,2016,107999,2276105.5,60000,Diesel,Individual,Manual,1
516,Maruti Baleno,2019,154000,2345107.0,24000,Petrol,Individual,Manual,1
517,Tata Indigo,2014,-177000,1848607.0,120000,Diesel,Individual,Manual,1
518,Honda Amaze,2013,-77000,1998607.0,65000,Diesel,Dealer,Manual,1
519,Maruti Swift,2013,-37000,2058607.0,65000,Diesel,Dealer,Manual,1
520,Hyundai Creta,2015,448000,2786107.0,84000,Diesel,Dealer,Manual,1
521,Toyota Etios,2013,-52000,2036107.0,75000,Diesel,Dealer,Manual,1
522,Maruti Swift,2007,-177000,1848607.0,50000,Diesel,Dealer,Manual,1
523,Maruti Alto,2011,-267000,1713607.0,50000,Petrol,Individual,Manual,1
524,Maruti Wagon,2007,-262000,1721107.0,49000,Petrol,Dealer,Manual,1
525,Maruti SX4,2016,263000,2508607.0,560000,Diesel,Dealer,Manual,1
526,Renault KWID,2015,-127000,1923607.0,14365,Petrol,Dealer,Manual,1
527,Toyota Fortuner,2017,2348000,5636107.0,41000,Diesel,Individual,Automatic,1
528,Hyundai Verna,2013,82999,2238605.5,65000,Diesel,Dealer,Manual,1
529,Maruti Ciaz,2015,163000,2358607.0,65000,Diesel,Dealer,Manual,1
530,Maruti Swift,2013,23000,2148607.0,61083,Diesel,Dealer,Manual,1
531,Toyota Innova,2013,523000,2898607.0,75000,Diesel,Individual,Manual,1
532,Mahindra Scorpio,2012,163000,2358607.0,72000,Diesel,Dealer,Manual,1
533,Renault Duster,2014,123000,2298607.0,65000,Diesel,Dealer,Manual,1
534,Hyundai Tucson,2017,1248000,3986107.0,55000,Diesel,Dealer,Manual,1
535,Hyundai EON,2015,-107000,1953607.0,21000,Petrol,Dealer,Manual,2
536,Jaguar XF,2012,1648000,4586107.0,66363,Petrol,Dealer,Automatic,2
537,Hyundai Creta,2018,1073000,3723607.0,11700,Petrol,Dealer,Automatic,1
538,Hyundai Verna,2017,698000,3161107.0,10000,Petrol,Individual,Automatic,1
539,Mercedes-Benz GL-Class,2014,3998000,8111107.0,100000,Diesel,Individual,Automatic,2
540,Maruti Swift,2016,268000,2516107.0,7104,Petrol,Dealer,Manual,1
541,Maruti S-Cross,2015,348000,2636107.0,45974,Diesel,Dealer,Manual,1
542,Hyundai Verna,2015,358000,2651107.0,55340,Petrol,Dealer,Manual,1
543,Volkswagen Polo,2017,448000,2786107.0,20000,Petrol,Dealer,Automatic,2
544,Renault Pulse,2015,-12000,2096107.0,61585,Diesel,Dealer,Manual,1
545,Maruti Celerio,2016,48000,2186107.0,39415,Petrol,Dealer,Automatic,2
546,Honda Brio,2014,23000,2148607.0,29654,Petrol,Dealer,Manual,1
547,Maruti Baleno,2016,368000,2666107.0,64672,Diesel,Dealer,Manual,1
548,Hyundai Creta,2015,748000,3236107.0,54634,Diesel,Dealer,Automatic,2
549,Honda City,2015,373000,2673607.0,66521,Petrol,Dealer,Manual,1
550,Toyota Innova,2018,1323000,4098607.0,23974,Diesel,Dealer,Automatic,2
551,BMW 3,2016,1748000,4736107.0,43000,Diesel,Dealer,Automatic,1
552,Renault Duster,2013,48000,2186107.0,1000,Diesel,Dealer,Manual,2
553,Mercedes-Benz C-Class,2018,3398000,7211107.0,10000,Diesel,Dealer,Automatic,1
554,Audi A4,2013,1178000,3881107.0,86000,Diesel,Dealer,Automatic,1
555,BMW X5,2019,3948003,8936107.0,30000,Diesel,Dealer,Automatic,1
556,Hyundai Creta,2016,-466997,2313607.0,52600,Diesel,Individual,Manual,1
557,Maruti SX4,2012,-776997,1848607.0,110000,Petrol,Individual,Manual,2
558,Hyundai Grand,2017,-451997,2336107.0,19890,Petrol,Dealer,Automatic,1
559,Maruti Swift,2016,-331997,2516107.0,7104,Petrol,Dealer,Manual,1
560,Maruti Ertiga,2015,-376997,2448607.0,11918,Petrol,Dealer,Manual,1
561,Hyundai Grand,2017,-481997,2291107.0,10510,Petrol,Dealer,Automatic,1
562,Chevrolet Beat,2016,-762997,1869607.0,41000,Petrol,Dealer,Manual,1
563,Toyota Fortuner,2017,1598003,5411107.0,47162,Diesel,Dealer,Automatic,1
564,Maruti S-Cross,2015,-251997,2636107.0,45974,Diesel,Dealer,Manual,1
565,Hyundai i10,2012,-771998,1856105.5,49824,Petrol,Dealer,Manual,1
566,Audi A6,2013,298003,3461107.0,58500,Diesel,Dealer,Automatic,1
567,Hyundai Santro,2005,-921997,1631107.0,56580,Petrol,Dealer,Manual,1
568,Skoda Laura,2012,-616997,2088607.0,52000,Diesel,Dealer,Manual,1
569,Hyundai Verna,2015,-241997,2651107.0,55340,Petrol,Dealer,Manual,1
570,Maruti Swift,2017,-401997,2411107.0,46507,Diesel,Dealer,Manual,1
571,Renault Duster,2013,-551997,2186107.0,1000,Diesel,Dealer,Manual,2
572,Mercedes-Benz C-Class,2018,2798003,7211107.0,10000,Diesel,Dealer,Automatic,1
573,Audi A4,2013,578003,3881107.0,86000,Diesel,Dealer,Automatic,1
574,BMW X5,2019,3948003,8936107.0,30000,Diesel,Dealer,Automatic,1
575,Hyundai Creta,2016,-466997,2313607.0,52600,Diesel,Individual,Manual,1
576,Maruti SX4,2012,-776997,1848607.0,110000,Petrol,Individual,Manual,2
577,Hyundai Grand,2017,-451997,2336107.0,19890,Petrol,Dealer,Automatic,1
578,Maruti Swift,2016,-331997,2516107.0,7104,Petrol,Dealer,Manual,1
579,Maruti Ertiga,2015,-376997,2448607.0,11918,Petrol,Dealer,Manual,1
580,Hyundai Grand,2017,-481997,2291107.0,10510,Petrol,Dealer,Automatic,1
581,Chevrolet Beat,2016,-762997,1869607.0,41000,Petrol,Dealer,Manual,1
582,Toyota Fortuner,2017,1598003,5411107.0,47162,Diesel,Dealer,Automatic,1
583,Maruti S-Cross,2015,-251997,2636107.0,45974,Diesel,Dealer,Manual,1
584,Hyundai i10,2012,-771998,1856105.5,49824,Petrol,Dealer,Manual,1
585,Audi A6,2013,298003,3461107.0,58500,Diesel,Dealer,Automatic,1
586,Hyundai Santro,2005,-921997,1631107.0,56580,Petrol,Dealer,Manual,1
587,Skoda Laura,2012,-616997,2088607.0,52000,Diesel,Dealer,Manual,1
588,Hyundai Verna,2015,-241997,2651107.0,55340,Petrol,Dealer,Manual,1
589,Maruti Swift,2017,-401997,2411107.0,46507,Diesel,Dealer,Manual,1
590,Renault Duster,2013,-551997,2186107.0,1000,Diesel,Dealer,Manual,2
591,Mercedes-Benz C-Class,2018,2798003,7211107.0,10000,Diesel,Dealer,Automatic,1
592,Audi A4,2013,578003,3881107.0,86000,Diesel,Dealer,Automatic,1
593,BMW X5,2019,3948003,8936107.0,30000,Diesel,Dealer,Automatic,1
594,Hyundai Creta,2016,-466997,2313607.0,52600,Diesel,Individual,Manual,1
595,Maruti SX4,2012,-776997,1848607.0,110000,Petrol,Individual,Manual,2
596,Hyundai Grand,2017,-451997,2336107.0,19890,Petrol,Dealer,Automatic,1
597,Maruti Swift,2016,-331997,2516107.0,7104,Petrol,Dealer,Manual,1
598,Maruti Ertiga,2015,-376997,2448607.0,11918,Petrol,Dealer,Manual,1
599,Hyundai Grand,2017,-481997,2291107.0,10510,Petrol,Dealer,Automatic,1
600,Chevrolet Beat,2016,-762997,1869607.0,41000,Petrol,Dealer,Manual,1
601,Toyota Fortuner,2017,1598003,5411107.0,47162,Diesel,Dealer,Automatic,1
602,Maruti S-Cross,2015,-251997,2636107.0,45974,Diesel,Dealer,Manual,1
603,Hyundai i10,2012,-771998,1856105.5,49824,Petrol,Dealer,Manual,1
604,Audi A6,2013,298003,3461107.0,58500,Diesel,Dealer,Automatic,1
605,Hyundai Santro,2005,-921997,1631107.0,56580,Petrol,Dealer,Manual,1
606,Skoda Laura,2012,-616997,2088607.0,52000,Diesel,Dealer,Manual,1
607,Hyundai Verna,2015,-241997,2651107.0,55340,Petrol,Dealer,Manual,1
608,Maruti Swift,2017,-401997,2411107.0,46507,Diesel,Dealer,Manual,1
609,Renault Duster,2013,-551997,2186107.0,1000,Diesel,Dealer,Manual,2
610,Mercedes-Benz C-Class,2018,2798003,7211107.0,10000,Diesel,Dealer,Automatic,1
611,Audi A4,2013,578003,3881107.0,86000,Diesel,Dealer,Automatic,1
612,BMW X5,2019,3948003,8936107.0,30000,Diesel,Dealer,Automatic,1
613,Hyundai Creta,2016,-466997,2313607.0,52600,Diesel,Individual,Manual,1
614,Maruti SX4,2012,-776997,1848607.0,110000,Petrol,Individual,Manual,2
615,Hyundai Grand,2017,-451997,2336107.0,19890,Petrol,Dealer,Automatic,1
616,Maruti Swift,2016,-331997,2516107.0,7104,Petrol,Dealer,Manual,1
617,Maruti Ertiga,2015,-376997,2448607.0,11918,Petrol,Dealer,Manual,1
618,Hyundai Grand,2017,-481997,2291107.0,10510,Petrol,Dealer,Automatic,1
619,Chevrolet Beat,2016,-762997,1869607.0,41000,Petrol,Dealer,Manual,1
620,Toyota Fortuner,2017,1598003,5411107.0,47162,Diesel,Dealer,Automatic,1
621,Maruti S-Cross,2015,-251997,2636107.0,45974,Diesel,Dealer,Manual,1
622,Hyundai i10,2012,-771998,1856105.5,49824,Petrol,Dealer,Manual,1
623,Audi A6,2013,298003,3461107.0,58500,Diesel,Dealer,Automatic,1
624,Hyundai Santro,2005,-921997,1631107.0,56580,Petrol,Dealer,Manual,1
625,Skoda Laura,2012,-616997,2088607.0,52000,Diesel,Dealer,Manual,1
626,Hyundai Verna,2015,-241997,2651107.0,55340,Petrol,Dealer,Manual,1
627,Maruti Swift,2017,-401997,2411107.0,46507,Diesel,Dealer,Manual,1
628,Hyundai i20,2013,-651997,2036107.0,50000,Petrol,Individual,Manual,2
629,Maruti Alto,2014,-886998,1683605.5,30000,Petrol,Individual,Manual,1
630,Hyundai i20,2013,-621997,2081107.0,50000,Petrol,Individual,Manual,2
